Gen	t_n31	t_n32	t_n33	t_n34	t_n35	t_n36	t_n37	t_n38	t_n39	t_n40	t_n41	t_n42	t_n43	t_n44	t_n45	t_n46	t_n47	t_n48	t_n49	t_n50	t_n51	t_n52	t_n53	t_n54	t_n55	t_n56	t_n57	t_n58	t_n59	mu	sigma2	lnL
2588	1.0066523	0.6455839	0.2586591	0.5922671	0.4693306	0.0691643	0.0187344	1.0037234	0.9843521	0.8228014	0.7508185	0.1997527	0.5298776	0.2545481	0.8587371	0.8444484	0.7163776	0.7101637	0.6439526	0.4851938	0.3183417	0.0797586	0.0133761	0.6264127	0.5671113	0.2578603	0.5213895	0.1461267	0.2058299	0.1450107	0.1167296	-19.620
2590	1.0066523	0.5943103	0.2586591	0.5492249	0.5096265	0.1962792	0.0732029	0.9880404	0.9843521	0.8312640	0.7484370	0.2643935	0.5025073	0.2545481	0.9690421	0.8444484	0.7593564	0.6302280	0.5952896	0.4447821	0.4002790	0.1190091	0.0102405	0.6264127	0.5764183	0.3578003	0.4824496	0.1461267	0.1333879	0.1450107	0.1167296	-20.297
2592	0.9846633	0.5813284	0.1832436	0.5578751	0.4984944	0.1502171	0.0716039	0.9780400	0.9628502	0.8131062	0.7320884	0.3577526	0.4915306	0.2038080	0.8567881	0.8375620	0.7427693	0.6285803	0.5822863	0.4350664	0.3976411	0.0915889	0.0100168	0.6127296	0.5833910	0.3251309	0.3722124	0.1429347	0.2056946	0.1482490	0.1207094	-17.554
2594	0.9846633	0.5604080	0.1874580	0.5396010	0.4984944	0.1502171	0.0716039	0.9780400	0.9628502	0.6231616	0.5707582	0.3911691	0.4915306	0.2633164	0.9139275	0.8285835	0.6885366	0.6783177	0.5822863	0.4350664	0.3976411	0.1133024	0.0100168	0.6011376	0.5987976	0.3994009	0.4689269	0.0951793	0.2056946	0.1429807	0.0660092	-20.122
2596	0.9846633	0.5833837	0.1874580	0.5805314	0.4133194	0.1249568	0.0122216	0.9827746	0.9628502	0.6577656	0.4957124	0.3975448	0.4915306	0.2963429	0.8813941	0.8288665	0.7334996	0.6387336	0.5692064	0.4350664	0.3835144	0.1763199	0.0736863	0.6011376	0.5141228	0.3994009	0.4159480	0.0951793	0.2056946	0.1429807	0.1161029	-23.094
2598	0.9377320	0.5555783	0.1143094	0.5478192	0.4095876	0.0875328	0.0835142	0.9364778	0.8836568	0.5766209	0.4720856	0.3580191	0.4681032	0.2676322	0.8599516	0.7893609	0.6949963	0.6548748	0.4399728	0.4143301	0.3594950	0.1279780	0.0995939	0.6052362	0.4975442	0.2660002	0.3961230	0.0906428	0.2624488	0.1501366	0.1388314	-16.028
2600	1.0457138	0.5927546	0.1274723	0.5825884	0.4567524	0.0955879	0.0931311	1.0226795	0.9854117	0.6430200	0.5838748	0.3992457	0.4005042	0.2420406	1.0202786	0.8802575	0.7656758	0.7160686	0.6728361	0.4894369	0.4020198	0.1277934	0.1110623	0.7060472	0.5254504	0.2966306	0.4417374	0.1470027	0.2926703	0.1384020	0.1388314	-16.020
2602	0.9749696	0.5546638	0.1192809	0.5298811	0.4639648	0.1479391	0.0135736	0.9430367	0.9220884	0.6177989	0.5389633	0.3735899	0.3747675	0.2264869	0.8757431	0.7749709	0.6815521	0.6442203	0.6341504	0.4579854	0.3802987	0.1276201	0.1039254	0.5853784	0.4748350	0.4014377	0.4338134	0.0777706	0.2738631	0.1654381	0.1388314	-21.214
2604	0.9800781	0.5298875	0.1782793	0.5088017	0.4639648	0.0211512	0.0019772	0.9475251	0.9220884	0.5914637	0.5866287	0.4448180	0.3747675	0.2617940	0.8540483	0.8520928	0.7788829	0.6823223	0.5798752	0.4579854	0.3802987	0.1700594	0.1039254	0.5853784	0.5355130	0.4014377	0.4338134	0.0872118	0.2738631	0.1403654	0.1087295	-18.413
2606	0.9536555	0.5252596	0.2120056	0.5018299	0.4639648	0.1238857	0.0693089	0.9408567	0.9220884	0.6133279	0.5866287	0.2717013	0.4020777	0.2617940	0.8926811	0.8486507	0.7668607	0.6660315	0.4710562	0.4579854	0.4111853	0.1856967	0.1119049	0.5853784	0.5333654	0.3259812	0.4498671	0.1308594	0.2738631	0.1403654	0.1087295	-23.921
2608	0.8221905	0.4232367	0.1149895	0.3996591	0.3738474	0.0578346	0.0558468	0.7821763	0.7293482	0.5200824	0.4726859	0.2189279	0.3239809	0.2733526	0.7637922	0.7620332	0.5764484	0.4113561	0.4045366	0.3905570	0.3313194	0.1496283	0.0901693	0.4716784	0.3868328	0.2626648	0.3624879	0.1225911	0.2206698	0.1742011	0.1087295	-16.525
2610	0.8806513	0.4232367	0.1582640	0.3996591	0.2826970	0.0674724	0.0558468	0.8016029	0.7894690	0.4848612	0.4726859	0.2189279	0.4056724	0.2967752	0.7784647	0.7293335	0.5896094	0.4640118	0.4162973	0.3812771	0.3313194	0.1335630	0.0711322	0.4278731	0.4089580	0.2626648	0.3080818	0.1225911	0.2112466	0.1742011	0.1087295	-20.951
2612	0.8372230	0.4453495	0.1529633	0.3994193	0.3286506	0.0921656	0.0539764	0.7879054	0.7836046	0.5731395	0.3843815	0.2115954	0.3816958	0.2868354	0.7851081	0.7111458	0.5895484	0.5030074	0.3974721	0.3214551	0.2656250	0.0961842	0.0687498	0.4135424	0.3993613	0.2538674	0.3661886	0.1207887	0.2041713	0.1724946	0.1087295	-20.994
2614	1.0430957	0.5823440	0.1978056	0.5438565	0.4692804	0.1154430	0.0698000	1.0368195	1.0136072	0.7411596	0.4970657	0.2736262	0.4280034	0.3720644	1.0283793	0.9196234	0.7738755	0.6584573	0.5302541	0.4452532	0.3419575	0.1243813	0.0889043	0.6504751	0.5732131	0.3282905	0.4735395	0.1470650	0.1931539	0.1333903	0.1266251	-21.131
2616	1.0430957	0.5985603	0.1978056	0.5398989	0.4692804	0.1439577	0.0698000	1.0313602	1.0136072	0.6867668	0.4403447	0.1718032	0.4199692	0.2860071	0.9750006	0.9278021	0.7967708	0.7753075	0.5302541	0.4128634	0.3419575	0.1341752	0.0889043	0.6058735	0.5584049	0.3411232	0.5476407	0.0688357	0.1931539	0.1333903	0.1655920	-19.340
2618	0.8410677	0.4423520	0.1371778	0.4353307	0.3269166	0.0715058	0.0562810	0.8194581	0.8172906	0.5287301	0.5255766	0.1385282	0.4457343	0.1580327	0.7907288	0.6707572	0.6392835	0.5927918	0.5226085	0.4377546	0.2757268	0.1443905	0.0747646	0.4885272	0.4768404	0.2843809	0.4415730	0.0308464	0.2570965	0.1654312	0.1361034	-25.942
2620	0.9122710	0.4485208	0.2620910	0.4209593	0.3720624	0.0812157	0.0562810	0.8648015	0.8200825	0.5287301	0.5255766	0.1385282	0.4457343	0.1580327	0.8236014	0.6917853	0.5683036	0.5230379	0.4594143	0.3537801	0.2510261	0.1443905	0.0747646	0.4832272	0.4768404	0.3769091	0.4415730	0.1033727	0.2570965	0.1654312	0.1361034	-23.233
2622	0.7327262	0.3195496	0.2084443	0.3027334	0.1906403	0.0895074	0.0137628	0.7013505	0.6816403	0.4205058	0.4179978	0.1101732	0.3544982	0.1256854	0.6342238	0.5432069	0.4712709	0.3708526	0.3653780	0.2421683	0.1996443	0.1148356	0.0226931	0.3843167	0.3649496	0.2997606	0.2715719	0.0822136	0.1029660	0.2080078	0.0866336	-28.630
2624	0.9486535	0.4581976	0.2698708	0.3559957	0.3218828	0.1158844	0.0178186	0.8938317	0.8825131	0.5444248	0.5411777	0.1912448	0.2972623	0.1627237	0.8341961	0.7199471	0.6883512	0.5528228	0.4730514	0.4528970	0.3037148	0.1486765	0.0743703	0.6148950	0.4594896	0.4266097	0.4159548	0.1064411	0.1679691	0.1606622	0.0866336	-31.171
2626	1.0429510	0.4971713	0.2922270	0.4843310	0.3485476	0.1254843	0.0331362	0.9678770	0.8986562	0.5895251	0.4353223	0.2070876	0.3623857	0.1762038	0.7993990	0.7962960	0.6976649	0.5723376	0.5536928	0.4137730	0.3288747	0.1986205	0.0609413	0.5965704	0.5053000	0.4083359	0.4425836	0.1152588	0.1818837	0.1566034	0.0866336	-30.124
2628	0.9725766	0.5519057	0.2922270	0.5029361	0.3485476	0.0381356	0.0331362	0.9568788	0.9435583	0.5895251	0.4783421	0.3030812	0.4120242	0.2492516	0.9321298	0.7786205	0.7212085	0.5725672	0.5536928	0.5367881	0.3636988	0.1571457	0.0224731	0.5165304	0.5130513	0.4579732	0.4742015	0.0643923	0.1818837	0.1566034	0.0866336	-27.808
2630	0.9725766	0.5519057	0.2922270	0.5280322	0.3485476	0.0692173	0.0331362	0.9656104	0.9435583	0.5895251	0.4673818	0.2497674	0.3685588	0.2407542	0.7926141	0.7824050	0.7151778	0.5556411	0.5474802	0.4026776	0.3657187	0.1052348	0.0224731	0.5165304	0.5020961	0.4173892	0.4349082	0.0330535	0.2066715	0.1566034	0.0866336	-23.432
2632	0.9091342	0.5100999	0.1516133	0.4935880	0.3258115	0.0647022	0.0309747	0.9018513	0.8820088	0.5510697	0.5076478	0.2334748	0.3445172	0.2250495	0.7700230	0.7170957	0.6886645	0.5318606	0.5117674	0.3764104	0.3345599	0.0983702	0.0210072	0.4828365	0.4458714	0.3423767	0.4350341	0.0318046	0.1488733	0.1675317	0.0942622	-20.646
2634	0.9091342	0.5116782	0.1516133	0.4935880	0.4123666	0.1563966	0.1263948	0.8998192	0.8684654	0.5922446	0.5750007	0.3080065	0.3570481	0.1389174	0.7839592	0.7102693	0.6400975	0.5153779	0.5022187	0.3965034	0.3284233	0.0506708	0.0386381	0.5604409	0.4662023	0.2961843	0.4257071	0.0383305	0.1836233	0.1751874	0.0942622	-21.021
2636	0.9553369	0.5376819	0.1343803	0.5008091	0.4333233	0.1643448	0.1328183	0.9270748	0.8402445	0.6511388	0.6160772	0.3236596	0.3751934	0.1763765	0.8111087	0.7463655	0.6562545	0.5415697	0.4737185	0.4166538	0.3451140	0.0494445	0.0129864	0.6539408	0.4767966	0.3112365	0.4473417	0.0402785	0.1929551	0.1671485	0.0942622	-19.216
2638	0.9840953	0.5376819	0.1343803	0.4983043	0.4333233	0.2030259	0.1328183	0.9622549	0.8402445	0.6510552	0.6160772	0.2312963	0.3751934	0.1518018	0.9181888	0.7076780	0.5887264	0.5712271	0.4859990	0.4166538	0.3611136	0.0828699	0.0482341	0.5698282	0.5103184	0.2966722	0.4473417	0.0895445	0.1929551	0.1671485	0.0942622	-25.746
2640	0.9696664	0.4913355	0.1130587	0.4818309	0.4323307	0.2039313	0.1091815	0.9681085	0.8124670	0.6696061	0.6138231	0.2236499	0.3627900	0.1261707	0.8295470	0.6728120	0.6154080	0.5242425	0.4660142	0.3804000	0.3310247	0.1013696	0.0466396	0.5509904	0.5099524	0.2465134	0.4079134	0.0865843	0.1865763	0.1728632	0.0942622	-24.919
2642	0.8618640	0.4913355	0.1661316	0.4701678	0.4323307	0.2088292	0.1091815	0.8204612	0.8052759	0.6199220	0.6198457	0.3093884	0.2808288	0.1992648	0.8099567	0.7441106	0.6230456	0.5963333	0.4772753	0.3873346	0.3111003	0.1013696	0.0825086	0.5509904	0.5365282	0.3469430	0.5112424	0.0865843	0.1865763	0.1728632	0.0942622	-21.626
2644	0.7605278	0.4480204	0.1454165	0.4444188	0.3977221	0.1827900	0.0458246	0.7479089	0.7048650	0.6272283	0.5116730	0.2708103	0.2458119	0.1744182	0.7001498	0.6450859	0.6028562	0.5032717	0.4592943	0.3629303	0.3299833	0.0887297	0.0276783	0.4822866	0.4662172	0.2597240	0.4474949	0.0647849	0.1633118	0.1974883	0.0942622	-19.576
2646	0.7874841	0.4673321	0.1505706	0.4564463	0.3707451	0.0691959	0.0474488	0.7584246	0.7298483	0.6263820	0.5838069	0.2899760	0.2545245	0.1299433	0.6918639	0.6683552	0.5741584	0.4976775	0.4026089	0.3466075	0.3086561	0.1369447	0.0377318	0.5443695	0.4903159	0.2226338	0.4633560	0.1140666	0.1691003	0.1657326	0.0942622	-27.638
2648	0.9819589	0.5653172	0.2059002	0.5521490	0.4257251	0.0787244	0.0573974	0.9122246	0.8913968	0.8037329	0.5366491	0.3507750	0.3366183	0.2116071	0.9050875	0.8359009	0.7335395	0.5874908	0.5486051	0.3780632	0.3733718	0.1577054	0.0456430	0.6585071	0.6176340	0.3452911	0.6064493	0.0572334	0.2045554	0.1370065	0.0942622	-28.134
2650	0.7933282	0.4740371	0.1434240	0.4434498	0.3582723	0.0683830	0.0483032	0.7843742	0.7311284	0.6763879	0.6594864	0.5250188	0.2832839	0.1780796	0.7049013	0.6986011	0.5753018	0.4978389	0.4242517	0.3818315	0.3037320	0.0774172	0.0187734	0.5541719	0.5265525	0.3952719	0.5103622	0.0481652	0.2620220	0.1628010	0.0790702	-24.916
2652	0.7436307	0.4242051	0.0974223	0.4148471	0.4115756	0.0640991	0.0452773	0.7405987	0.7214941	0.6340160	0.6181733	0.4921293	0.2556264	0.1583835	0.6676872	0.6366917	0.5369892	0.4497412	0.3884626	0.2847972	0.2847049	0.0974843	0.0486502	0.5194562	0.5039562	0.3705104	0.4406049	0.0451479	0.1729687	0.1736812	0.0790702	-27.047
2654	0.9745464	0.7190393	0.2029789	0.6694102	0.5393799	0.1269646	0.0593371	0.9547588	0.9455359	0.8638303	0.7515670	0.3578656	0.2680820	0.1478500	0.8899663	0.8344001	0.7037376	0.6968453	0.5090899	0.4596302	0.3930059	0.1277556	0.0893056	0.6930489	0.6449685	0.5315049	0.5774236	0.0834125	0.2645992	0.1325280	0.0790702	-23.089
2656	0.9380403	0.6764448	0.1909548	0.5749241	0.5074281	0.0731167	0.0185976	0.9180776	0.8895242	0.7631433	0.6133430	0.3366664	0.2522014	0.1390916	0.8787932	0.8531840	0.7248636	0.6399891	0.4780782	0.4321148	0.3697250	0.1289555	0.0797167	0.6519941	0.6067618	0.4005509	0.5338295	0.0784713	0.2489249	0.1408730	0.0790702	-26.395
2658	0.7852725	0.5650148	0.0808678	0.4856619	0.4683353	0.0612090	0.0096737	0.7749116	0.7255149	0.6486461	0.5134549	0.2818374	0.2992741	0.1164394	0.7668744	0.7142357	0.6018764	0.5947790	0.4751375	0.3545258	0.3030436	0.1079540	0.0907655	0.5806212	0.5417595	0.3353178	0.5214928	0.0907559	0.2083853	0.1682786	0.1310788	-20.200
2660	0.8599044	0.5695190	0.1428144	0.5331679	0.5149765	0.1587954	0.0104653	0.8496137	0.8031544	0.6683427	0.6525874	0.3854181	0.2924169	0.1746901	0.8049925	0.7853661	0.6618169	0.6284648	0.5121031	0.4334423	0.3575337	0.1187050	0.0998047	0.6630668	0.6557190	0.2811032	0.5734279	0.1661566	0.3496528	0.1519928	0.1310788	-15.691
2662	0.7956614	0.4703681	0.1647687	0.4466248	0.4253213	0.0335575	0.0077664	0.6693673	0.6633285	0.5462597	0.5389746	0.2040967	0.2415084	0.1779188	0.6553596	0.6347168	0.5465973	0.4784599	0.4190430	0.3426997	0.3213735	0.1083796	0.0696014	0.5428826	0.5016275	0.2321643	0.4613325	0.1372294	0.2085207	0.2033308	0.0958518	-15.615
2664	0.9384919	0.5600040	0.2411463	0.5312431	0.5285660	0.1312195	0.0004029	0.8766005	0.7412926	0.6920221	0.6698082	0.2536402	0.3001334	0.2211077	0.8163474	0.7887913	0.6523547	0.5942049	0.5871514	0.4373325	0.3743309	0.1346882	0.1119273	0.6783010	0.6461909	0.2005428	0.5733188	0.1705412	0.2591382	0.1636142	0.0958518	-23.004
2666	0.9898685	0.6159718	0.2570146	0.6023747	0.5633476	0.0784679	0.0111485	0.9620219	0.7965202	0.7584693	0.7446405	0.4052663	0.3198833	0.2066346	0.8480253	0.8406967	0.8137402	0.7732659	0.6511596	0.4883023	0.3942199	0.1435512	0.1192925	0.6948795	0.6833071	0.1896555	0.5985833	0.1817635	0.2251642	0.1535125	0.0958518	-21.295
2668	0.9898685	0.6113982	0.2570146	0.6024287	0.5633476	0.1652195	0.0111485	0.9357715	0.7983294	0.7773990	0.7418840	0.4052663	0.2869753	0.2066346	0.8557608	0.8468815	0.8266983	0.7691847	0.6511596	0.4888438	0.3401409	0.1435512	0.1192925	0.6948795	0.6586453	0.2204266	0.5937727	0.1817635	0.2251642	0.1690938	0.0958518	-29.800
2670	0.9898685	0.5964556	0.2570146	0.5765071	0.5633476	0.0203843	0.0111485	0.9022560	0.8194219	0.7744506	0.7418840	0.2761364	0.2869753	0.2066346	0.8702508	0.8513724	0.8312936	0.7955061	0.6221963	0.4635103	0.3833552	0.1435512	0.1192925	0.6967279	0.6728106	0.2530007	0.5852804	0.1817635	0.1682878	0.1690938	0.0958518	-32.342
2672	0.9174270	0.6136388	0.2032425	0.5765071	0.4844391	0.1626862	0.0111485	0.8999595	0.8058281	0.7694678	0.5273711	0.2761364	0.3823385	0.2066346	0.8996556	0.8793856	0.8647540	0.7955061	0.6221963	0.4635103	0.3833552	0.1422736	0.1192925	0.7227768	0.6739797	0.2877525	0.6189175	0.1817635	0.1682878	0.1690938	0.0958518	-30.028
2674	0.9630215	0.6988898	0.2032425	0.6429163	0.5842119	0.2004186	0.0193684	0.9139403	0.8837850	0.7694678	0.5273711	0.4248104	0.4311064	0.2066346	0.8946045	0.8734688	0.8218687	0.7241394	0.6907848	0.5284680	0.3767469	0.1376173	0.1192925	0.7255937	0.7239281	0.3164719	0.7154037	0.1817635	0.2365137	0.1690938	0.0630276	-26.675
2676	0.9751345	0.7045935	0.1382854	0.6381258	0.5218509	0.2004186	0.1863597	0.9613440	0.8837850	0.7962728	0.7129367	0.3155645	0.4311064	0.2066346	0.9511757	0.8973418	0.8430351	0.6970015	0.5081102	0.4513937	0.3773607	0.1278120	0.0372674	0.7255937	0.7249072	0.4150157	0.7154037	0.1817635	0.2365137	0.1755592	0.0630276	-21.293
2678	0.9751345	0.6551063	0.2276231	0.5703418	0.5218509	0.2733774	0.0597062	0.9650796	0.8837850	0.7690373	0.7129367	0.4730512	0.3509942	0.2066346	0.9385091	0.9277036	0.8262934	0.4883445	0.4456750	0.4353548	0.3773607	0.1028201	0.0086174	0.7702036	0.7309543	0.4810279	0.7154037	0.1496525	0.2365137	0.1799591	0.0630276	-22.730
2680	0.9600909	0.6059532	0.2241115	0.5983911	0.4480488	0.2691599	0.1803092	0.9404704	0.8701507	0.8216569	0.7518638	0.4619490	0.3859250	0.2034468	0.9153321	0.9133918	0.8135461	0.6324038	0.5544584	0.4282069	0.3715391	0.1133504	0.0084845	0.7583215	0.7204271	0.3989721	0.7043671	0.1473438	0.2328650	0.1708733	0.0630276	-26.096
2682	1.0618317	0.7143350	0.2017054	0.6323460	0.5502579	0.2109664	0.0856097	1.0585007	0.9665915	0.8923610	0.8254975	0.5109017	0.5486914	0.2250060	1.0128076	0.9689855	0.9417466	0.9063229	0.6233611	0.5654286	0.3901429	0.1839996	0.0346179	0.8386808	0.8022295	0.4412512	0.7790088	0.0821027	0.2575417	0.1545008	0.0630276	-18.735
2684	0.8720931	0.5866906	0.1656626	0.5359462	0.4519324	0.1881894	0.0703121	0.8697128	0.8664801	0.7652392	0.6995100	0.4196087	0.3310773	0.1403315	0.8401140	0.8395494	0.7647847	0.7316527	0.5036415	0.4521693	0.3204283	0.1229885	0.0196076	0.6697052	0.6666433	0.4266273	0.6398078	0.0674318	0.2115216	0.1870323	0.0630276	-21.957
2686	0.8720931	0.5467601	0.1656626	0.4833436	0.4519324	0.0876943	0.0077709	0.8690943	0.8664801	0.7776722	0.5953911	0.4196087	0.3970888	0.1834509	0.8516122	0.8347824	0.7930165	0.6717899	0.5732182	0.4585131	0.4104809	0.1229885	0.0395901	0.6697052	0.6655653	0.4266273	0.6398078	0.0674318	0.2115216	0.1870323	0.0630276	-21.292
2688	0.8720931	0.6042488	0.1656626	0.5123955	0.4519324	0.0734429	0.0454059	0.8695375	0.8664801	0.7025002	0.6456046	0.4196087	0.3623031	0.1834509	0.8502176	0.8347824	0.7696646	0.7494307	0.6024210	0.5637562	0.4104809	0.1229885	0.0640127	0.6838748	0.6561881	0.3568620	0.6398078	0.0674318	0.2115216	0.1820798	0.0630276	-22.884
2690	0.8337079	0.5208327	0.1583710	0.4898424	0.3764684	0.0702103	0.0434074	0.8320356	0.8283419	0.6479984	0.6171883	0.5278424	0.2785647	0.1590145	0.8188939	0.7980394	0.7734786	0.7020458	0.5810536	0.4495322	0.2838931	0.1175752	0.0781915	0.6199784	0.6166448	0.3411547	0.6116467	0.0644638	0.2022114	0.1904630	0.0630276	-23.117
2692	1.0154530	0.6343721	0.1928953	0.4928545	0.4579378	0.0124263	0.0030330	1.0105176	1.0089172	0.7892595	0.7517329	0.5377371	0.3392907	0.1936790	0.9602229	0.9580762	0.9155978	0.8683346	0.7139168	0.5532918	0.5462597	0.1432061	0.0910085	0.8224606	0.7521290	0.4155251	0.7449832	0.0423947	0.2462927	0.1563741	0.0630276	-17.318
2694	0.9975636	0.5429181	0.1894970	0.5011528	0.4578332	0.0323886	0.0029796	0.9952245	0.9911430	0.8217262	0.7384895	0.5282637	0.4237758	0.1902670	0.9926325	0.9411977	0.8404402	0.7815291	0.6875493	0.6567683	0.5545267	0.1406832	0.0512022	0.8545032	0.7064147	0.4710662	0.7035725	0.0416479	0.1844383	0.1591783	0.0837189	-21.833
2696	0.9975636	0.5429181	0.1894970	0.5291664	0.4578332	0.1225737	0.0686545	0.9924436	0.9911430	0.8273738	0.8201651	0.5282637	0.4322806	0.1902670	0.9701306	0.9420661	0.8497896	0.7941206	0.6606715	0.5818271	0.5545267	0.1034082	0.0289231	0.8286454	0.7095496	0.3611372	0.6549777	0.0416479	0.1844383	0.1591783	0.0646215	-26.517
2698	1.0431487	0.6103451	0.1981563	0.6067419	0.4557714	0.1415844	0.0717918	1.0407719	1.0364347	0.8651819	0.8576438	0.5524035	0.4520343	0.1989615	1.0232783	1.0060413	0.9381671	0.8095062	0.7236893	0.6642292	0.5320525	0.0791233	0.0431481	0.8260876	0.7133889	0.3776399	0.6849078	0.0981609	0.1928665	0.1522223	0.0646215	-24.087
2700	0.8456899	0.5327193	0.2153846	0.4790303	0.4396924	0.1117827	0.0566805	0.8309886	0.7978287	0.7630611	0.7040964	0.4361294	0.3568867	0.2055251	0.8089278	0.7942822	0.7782723	0.7337628	0.5657004	0.5451054	0.4200620	0.0780154	0.0426881	0.6522064	0.5554548	0.3413607	0.5407432	0.0378409	0.1522705	0.1928055	0.0646215	-23.754
2702	0.8456899	0.5128420	0.2153846	0.5025029	0.3786674	0.1117827	0.0566805	0.8449545	0.8092987	0.7375407	0.5653615	0.4173688	0.3568867	0.2055251	0.8236034	0.7749497	0.7572934	0.7377046	0.5907869	0.5107286	0.4390145	0.1291582	0.0996486	0.6302094	0.5434146	0.3413607	0.5407432	0.0278749	0.1211326	0.1812975	0.0646215	-22.507
2704	1.0924437	0.7140056	0.2782291	0.6263714	0.5437574	0.1600928	0.0732187	1.0782071	1.0499029	0.8046348	0.7214177	0.5391479	0.4610184	0.2654928	1.0613870	1.0417049	1.0156678	1.0040943	0.7631656	0.6243829	0.5351025	0.1487070	0.1287239	0.8209578	0.7518721	0.3785074	0.6985203	0.0360081	0.2320064	0.1403473	0.0646215	-32.330
2706	0.9494746	0.6954823	0.2418170	0.6929364	0.5993809	0.1058974	0.0817787	0.9306775	0.9125011	0.6993315	0.6270051	0.3475367	0.4006845	0.2307475	0.9186393	0.9152817	0.8847525	0.8620336	0.6476098	0.5511147	0.4901857	0.1292456	0.1118777	0.7135183	0.6085267	0.3513513	0.5874273	0.0312957	0.1964458	0.1614804	0.0646215	-20.578
2708	0.9978114	0.7808613	0.3880027	0.7336657	0.7249399	0.1956054	0.0497729	0.9969251	0.9125011	0.7962240	0.7535115	0.4397189	0.4006845	0.2307475	0.9755866	0.9752092	0.9410294	0.7665206	0.6442033	0.5627107	0.3894028	0.1216950	0.1118777	0.7947075	0.6014748	0.4336900	0.5688088	0.0420100	0.2321207	0.1614804	0.0546464	-23.311
2710	0.7590621	0.5768866	0.2872025	0.5759306	0.5366060	0.0982818	0.0368423	0.7498334	0.7135450	0.5939718	0.5577550	0.3254833	0.3867060	0.1660695	0.7468792	0.7456100	0.6965572	0.5752845	0.4678595	0.4119523	0.2439859	0.1054544	0.0828127	0.5325572	0.4947363	0.3210206	0.4921795	0.0504147	0.2450281	0.2181555	0.0546464	-22.704
2712	0.7922537	0.5496288	0.2736323	0.5388406	0.5112515	0.0488029	0.0351015	0.7287859	0.6940111	0.5659068	0.5314012	0.3101043	0.3684343	0.1906045	0.7123282	0.7016643	0.6055712	0.5078299	0.4645770	0.3289098	0.2810400	0.0987148	0.0849586	0.5465938	0.5207695	0.2140972	0.4689241	0.0480326	0.2334505	0.2289745	0.0440822	-22.247
2714	1.0020489	0.7226357	0.3460923	0.7173439	0.6466351	0.0612337	0.0443967	0.9779085	0.9470359	0.8485491	0.6721205	0.3922224	0.5299427	0.2410781	0.9471067	0.9382365	0.8731533	0.7394534	0.5754080	0.4882011	0.3821197	0.1281223	0.1074563	0.6961670	0.6322358	0.3673774	0.5930990	0.0607520	0.2952701	0.1810350	0.0504249	-25.439
2716	0.8811348	0.6354375	0.2220031	0.6307842	0.5501788	0.0789998	0.0390395	0.8685141	0.8327600	0.7269949	0.5910178	0.3448941	0.4659961	0.1890724	0.8157785	0.8143617	0.7526327	0.5276144	0.5022169	0.4422451	0.3360104	0.1126622	0.0423837	0.6121626	0.5223751	0.3230471	0.5215316	0.0882051	0.1701922	0.2058776	0.0319137	-34.422
2718	1.0480177	0.7557865	0.1853213	0.7350452	0.6543802	0.0939621	0.0297643	1.0153874	0.9904809	0.7820473	0.7248145	0.4102155	0.4766360	0.2248819	0.9850693	0.9513553	0.8951779	0.8268085	0.8016340	0.5555092	0.3996493	0.1339999	0.0504109	0.6242583	0.6240982	0.3842308	0.6203073	0.1049108	0.3380764	0.1730943	0.0319137	-28.100
2720	0.8565389	0.6177000	0.2458659	0.5385452	0.5348212	0.0447512	0.0243262	0.8273055	0.7637810	0.6914907	0.5923867	0.2341360	0.2830601	0.1837947	0.7988659	0.7791560	0.7316238	0.6196674	0.5040269	0.4744421	0.3266311	0.1095174	0.0412006	0.5102028	0.5101054	0.3140296	0.5069736	0.0857430	0.2763079	0.2117894	0.0319137	-22.910
2722	1.0083168	0.6883309	0.2910473	0.6608966	0.6331023	0.0371312	0.0287965	0.9662831	0.9041369	0.8010234	0.6571355	0.2771619	0.4363025	0.1905843	0.9541361	0.9269615	0.8144594	0.6845195	0.5966491	0.5079548	0.3866543	0.1296428	0.0188532	0.6111722	0.6067412	0.3717371	0.6001374	0.0584790	0.3270835	0.1789118	0.0270611	-23.303
2724	0.9799977	0.6774659	0.2910473	0.6348656	0.6331023	0.0799110	0.0206101	0.9695759	0.9041369	0.7775252	0.6571355	0.2771619	0.3471419	0.1905843	0.8871184	0.8195269	0.7536683	0.7286594	0.5577928	0.4930858	0.3866543	0.0809819	0.0188532	0.6346477	0.5977442	0.3717371	0.5880906	0.0501390	0.3270835	0.1789118	0.0270611	-20.334
